Rarity Folder,Filename,Collector Number,Card Display Name,Card Level,Card HP,Card Element,Attack 1 Type,Attack 1 Name,Attack 1 Element Cost,Attack 1 Damage,Attack 1 Description,Attack 1 Extended Lore,Attack 2 Type,Attack 2 Name,Attack 2 Element Cost,Attack 2 Damage,Attack 2 Description,Attack 2 Extended Lore,Item Description,Item Extended Lore,Artist Credit,Writer Credit,Card Image Alt Text Description
Uncommon,Uncommon_tsu_HymnOfAGoddess.jpg,032,Hymn of a Goddess,Knight,350,AU,Effect,Lullaby,Music 1,,"With her soft, peaceful voice, Regina sings a Hymn accompanied by her melodic harp playing. <br>Choose one of your opponent’s Character Cards; they are now asleep for 1 turn. For every additional Music element paid, increase the sleep effect by 1 turn.",Tales of a songstress so beautiful and angelic spread about the land. One so peaceful that it charms the body to fall asleep right there- unaware of the satisfied smile upon her face.,Attack,Heel Kick,Horror 1,20,"Using the point of her heel, Regina stabs it into the foot of her opponent.",,,,tsu,Kiing,"Regina is wearing an off-shoulder dress, with the skirt part billowing in the wind. She is singing while playing a lyre."
Uncommon,Uncommon_tamatanz_IdolPrince.jpg,033,Idol Prince,Knight,450,AU,Attack,Idol Pose!,UwU 2,200,"Strike a pose that is so mesmerizing, it damages enemies that happen to be facing Idoltare. May inflict the awestruck status effect.",Now this version of Altare is one that is an Idol prince! He enters the battle with Style and Elegance!,Effect,Quite the Charmer,UwU 3,,"If you are below 150 health, your attacks may charm foes instead of awe-striking them.",,,,tamatanz,Kardboard,"Altare, wearing a princely idol outfit and a small crown on top of his head, is holding a mic to his mouth and singing passionately. Black feathers from his outfit are falling around him."
Uncommon,Uncommon_ShiroDB_MasterAltare.jpg,034,Master Altare,Knight,250,AU,Attack,Ominous Glare,AU 2,100,"Altare grins slyly to inflict damage, and instill a feeling of unease in the enemy. May afflict enemies with fear.","This version of Altare is an Altare from a bad end. Maybe one that takes place in the night, if you will.",Effect,Very Fancy!,AU 1,,"When this effect is activated, you take 70 less damage from the next attack.",,,,ShiroDB,Kardboard,"Altare, wearing a fancy aristocratic outfit, is standing in front of a framed photo while holding a lit candle holder."
Uncommon,Uncommon_skycompass_MeowsiveMultiplayer.jpg,035,Meowsive Multiplayer,Knight,300,AU,Effect,Sunbathe,"Zatsu 2, Game 1",,"It’s hard being a catboy from a critically acclaimed, yet carefully non-specific MMO RPG. Sometimes it’s nice to find a quiet spot to curl up for a while.<br><br>Inflict sleep on this card, but recover 100 HP every turn for the duration.","Ranks of adventurers line the street, even-shouldered, straight-backed, chins raised to greet their commander. The sight is awe-inspiring to confused onlookers, and they stop to wonder who exactly is about to come through that door.<br><br>It’s a 5’10” catboy. He’d be swallowed up by the crowd if it weren’t for the reverent distance they’re giving him, and his commanding voice as he rallies them on to more dangerous pastures.<br><br>Once they thunder out of the city, the onlookers are left behind—speechless.",Attack,Smug Mug,"UwU 2, AU 1",333,"Unleash your smuggest :3, or a >:3 if you’re feeling spicy. Cringe is dead, and so is your opponent after taking 333 damage.","No cup in the guild hall is safe with a catboy around. Whether it’s a philter of copium, a glass of choccy milk, or a fresh-brewed teacup, it’d better be nailed to the table - or it’s getting pushed off.<br><br>Worse, he doesn’t even pretend like he didn’t do it - he just replaces the broken mug on the floor with his own smug mug.",,,skycompass,Lime 52,"Altare, with cat ears and slit eyes, is holding his hands in front of him in a playful kitty-style."
Uncommon,Uncommon_Heterodox_NightHarvester.jpg,036,Night Harvester,Knight,500,AU,Attack,Soul Harvest,"AU 2, Horror 1",600,"Steal their soul and end their life—you know who the true King of the Night is! Deal 600 points of damage to any opponent card. If the card is defeated, it goes into your hand. Nocturnal opponents take half damage.",,Effect,Nightly Errand,Horror 2,,3 AM. Twitter is silent. The King roams in search of prey. Scare the pants (and positive effect cards) off any passers-by.,,,,Heterodox, Orion Valiant,"Altare, in black 3-piece suit and a black hat, is holding a black fan to his mouth with his left hand and aiming a gun at you with his other hand."
Uncommon,Uncommon_loop_OceanPrince.jpg,037,Ocean Prince,Knight,250,AU,Effect,Siren Call,Music 2,,"When he sings the first note, do not listen. For one word is all that it takes to enchant you. Talents in the opposing field are stunned until something attacks them.","The townfolk spoke of a monster that haunts the sea at night, one that takes and takes from their little fishing village. On certain foggy nights, a sad yet gentle song could barely be heard. Families would trap their children in the bedroom, merchants would close up shops, and everyone would lock their doors. For anyone that set foot outside during those dreary hours are bound to disappear.",Attack,Under the Sea,AU 2,75,"When he offers his hand, do not take it no matter how tempting unless you seek a watery grave.The victim takes 75HP damage.","They say that if you follow the music, you would find a young man walking on the shores. He seemed like any other person, perhaps a bit naive. Until he offers his hand to take. His victims find themself bewitched, unable to resist the temptation to grasp it, and find themselves at the bottom of the sea.",,,loop,Dholwrites,"Merman Altare, with fins instead of ears and gills on his cheeks, is swimming inside of a glass cage. His right hand is placed on the glass cage while the other is waving at you."
Uncommon,Uncommon_AoiMinami_OneManArmy.jpg,038,One Man Army,Knight,300,AU,Attack,"Whoa, Mama!",AU 2,050,"HURG! FLEX! POSE! HAHA, YEAH BABY!<br>The shining sweat off Altare’s HUGE RIPPLING MUSCLES (very real), hits your opponent in the eye and burns an image of buff Altare into their retinas. ","“Now remember, I do my best work when I’m being worshipped as a God.”",Effect,ONEGAI MUSCLE!!,AU 1,,MUSCLE MUSCLE! HUSTLE HUSTLE! Increase this card’s next attack 10x the number of AU elements paid.,,,,Aoi Minami,Kiing,"A buff and macho bare chested Altare is flexing his biceps. Swooning Altventurer slimes around him are showing various reactions such as drooling, proposing at him, shouting, etc."
Uncommon,Uncommon_paopandan_Paleontolotare.jpg,039,Paleontolotare,Knight,200,AU,Attack,Altare SMASH,AU 2,050,"Altare, armed with his PHD in Paleontology, attacks with what only someone with his specific skill set can do; picking up the irreplaceable slab of history and yeeting it at his foes.","It’s said that Magmites and Axelotls have been predator and prey for centuries, but was never confirmed until Altare discovered this magnificent fossilization. Becoming the first in the world to display the four important creatures in history; Vesties, Altventurers, Magmites, and Axelotls.",Effect,You're History!,Music 1,,This attack does nothing. Altare just simply shows off one of his latest finds to teach his opponent about.,,,,paopandan,Kiing,Altare in an orange button-shirt is showing off fossils of an Axelotl and a Magmite. Fossils of a Vestie and an Altventurer are framed on the wall behind him.
Uncommon,Uncommon_Lee_RagusApparition.jpg,040,Ragus' Apparition,Initiate,110,AU,Attack,Reminiscent Mist,"Horror 2, AU 1",150,"My, my, what do we have here? A mist descends on the opponent, making them question their life decisions. Add +10 damage if a card representing Vesper, Magni, or Axel is online. ","During a walk out in the suburbs, Altare had forgotten to mind his business and came face to face with the truck he loved so dear. As revenge for such an end, he wanders the suburbs of Southern Elysium, waiting for his next target to arrive. The souls of the guild he loved so dear still follow him in the afterlife, the question is, are they for Altare’s schemes, or are they against them? ",Effect,Healer’s Paralysis,Horror 1,,"When card is online, opponent is unable to use any healing items. Can boost any other damage dealing cards currently online by +50 damage.","Coming face to face with such an apparition can scare even the most seasoned adventurers. It also means that any training goes out the window in favor of hiding behind a bush like a pansy, but it could be worse. ",,,Lee (@Mycentos),Nyx (CandorArchives),"Altare's ghost form, with horns on his head and wearing a white kimono and a white triangle around his head, is haunting the rest of HQ members."
Uncommon,Uncommon_tsu_Recess.jpg,041,Recess,Initiate,300,AU,Attack,Official Guard,Friendship 2,060,"With a snarl, the once cuddly dog pounces at the opponent’s neck. If this card was attacked this turn (and has not yet made a move) then this attack does 2x DMG.",Princess Regina’s innocence shines through while playing with her “Royal Guard.” Unburdened by her duties; childishly frolicking in a field of metallic scented flowers.,,,,,,,,,tsu,Kiing,"Little Regina is wearing a blue dress and is playing with a white samoyed dog on her lap. They seem to be playing in the garden, as there are grass and blue flowers around them."
Uncommon,Uncommon_Bushidont_RoyalRegis.jpg,042,Royal Regis,Noble,430,AU,Attack,Princely Charisma,AU 2,070,"Every time this move is used, place a Charisma Token on all your non-active characters. Cards with Charisma tokens deal 20 extra damage for every charisma token on them (max 200).","The ability to rouse strength and loyalty in one’s army, charisma is a rare but uniquely powerful way to raise morale.<br>Where leaders of adventurers guilds fuel their underlings with quest rewards and demon god kings create loyalty through fear, a prince’s charisma can rouse an army with only the promise of a single person’s joy and smile.",Attack,Prince's Voice,"AU 3, Music 1",100,"Target one of your opponent’s non-active characters, take control of that character and move them to your side of the field.","A soft voice, singing to birds and speaking to mice, who all wish to follow and protect.<br>A resilient voice, calling to princesses in towers and standing firm towards villains, who all wish to stand beside and aid.<br>Such is the duality of a prince’s voice, such is the power it holds.",,,Bushidont,AvaAasimar,"Altare, with his long hair in a low side-ponytail, is wearing a princely outfit and is holding out his hand to white bird in a castle's balcony. There are various flowers decorating the balcony."
Uncommon,Uncommon_shanaqba1muru_SlimeAltare.jpg,043,Slime Altare,Initiate,060,AU,Effect,"""I Want To Be Like You!""",AU 1,,"With the ability to change forms, you can choose one Altare Common or Uncommon Card. But once it leaves, the copy follows!","A slime can mold itself into any form. This slime, in particular, has a fondness of Ragus. Whether that be the adventurer, the game host, Regis, or even Regina. If it was Altare, this slime will willingly change to their shape.<br><br>Based on this admiration, the slime copies 1 of any online Altare Common or Uncommon card. Once the copied card says goodbye, it will follow.",,,,,,,,,shanaqba1muru (imuru),Potato,"Altare is laughing teasingly, he has his right hand near his face while his left hand in front of his chest. His whole body is blue and made out of slime, and his shirt hikes up a little bit, showing his defined abs."
